1.000000000e-04	1.309553405e-13
1.032516636e-04	1.189685532e-13
1.066090604e-04	1.080789595e-13
1.100756284e-04	9.818612939e-14
1.136549175e-04	8.919882535e-14
1.173505931e-04	8.103416132e-14
1.211664396e-04	7.361683806e-14
1.251063646e-04	6.687844873e-14
1.291744027e-04	6.075684804e-14
1.333747198e-04	5.519557910e-14
1.377116170e-04	5.014335268e-14
1.421895355e-04	4.555357429e-14
1.468130609e-04	4.138391438e-14
1.515869277e-04	3.759591797e-14
1.565160247e-04	3.415465004e-14
1.616053993e-04	3.102837326e-14
1.668602632e-04	2.818825536e-14
1.722859976e-04	2.560810319e-14
1.778881587e-04	2.326412114e-14
1.836724832e-04	2.113469173e-14
1.896448945e-04	1.920017617e-14
1.958115085e-04	1.744273330e-14
2.021786400e-04	1.584615503e-14
2.087528093e-04	1.439571684e-14
2.155407484e-04	1.307804202e-14
2.225494085e-04	1.188097826e-14
2.297859666e-04	1.079348561e-14
2.372578332e-04	9.805534631e-15
2.449726598e-04	8.908013928e-15
2.529383466e-04	8.092646101e-15
2.611630507e-04	7.351911409e-15
2.696551946e-04	6.678978422e-15
2.784234744e-04	6.067641014e-15
2.874768691e-04	5.512261130e-15
2.968246499e-04	5.007716784e-15
3.064763889e-04	4.549354826e-15
3.164419701e-04	4.132948025e-15
3.267315985e-04	3.754656083e-15
3.373558109e-04	3.410990219e-15
3.483254870e-04	3.098780991e-15
3.596518601e-04	2.815149071e-15
3.713465287e-04	2.557478682e-15
3.834214686e-04	2.323393481e-15
3.958890449e-04	2.110734639e-15
4.087620249e-04	1.917540932e-15
4.220535909e-04	1.742030654e-15
4.357773538e-04	1.582585187e-15
4.499473674e-04	1.437734067e-15
4.645781422e-04	1.306141429e-15
4.796846605e-04	1.186593684e-15
4.952823920e-04	1.077988326e-15
5.113873093e-04	9.793237680e-16
5.280159042e-04	8.896900984e-16
5.451852052e-04	8.082606946e-16
5.629127941e-04	7.342845972e-16
5.812168245e-04	6.670795849e-16
6.001160404e-04	6.060258821e-16
6.196297952e-04	5.505604435e-16
6.397780717e-04	5.001717612e-16
6.605815024e-04	4.543951472e-16
6.820613906e-04	4.128084480e-16
7.042397326e-04	3.750281512e-16
7.271392396e-04	3.407058484e-16
7.507833616e-04	3.095250221e-16
7.751963109e-04	2.811981269e-16
8.004030871e-04	2.554639371e-16
8.264295029e-04	2.320851378e-16
8.533022103e-04	2.108461363e-16
8.810487276e-04	1.915510738e-16
9.096974684e-04	1.740220189e-16
9.392777698e-04	1.580973268e-16
9.698199231e-04	1.436301487e-16
1.001355205e-03	1.304870769e-16
1.033915907e-03	1.185469152e-16
1.067535374e-03	1.076995607e-16
1.102248034e-03	9.784498853e-17
1.138089432e-03	8.889232923e-17
1.175096271e-03	8.075903097e-17
1.213306449e-03	7.337009803e-17
1.252759093e-03	6.665739923e-17
1.293494605e-03	6.055903956e-17
1.335554698e-03	5.501878943e-17
1.378982444e-03	4.998556600e-17
1.423822314e-03	4.541296219e-17
1.470120226e-03	4.125881859e-17
1.517923590e-03	3.748483475e-17
1.567281359e-03	3.405621588e-17
1.618244076e-03	3.094135203e-17
1.670863930e-03	2.811152652e-17
1.725194804e-03	2.554065116e-17
1.781292336e-03	2.320502561e-17
1.839213970e-03	2.108311884e-17
1.899019021e-03	1.915537058e-17
1.960768731e-03	1.740401089e-17
2.024526335e-03	1.581289634e-17
2.090357120e-03	1.436736107e-17
2.158328502e-03	1.305408161e-17
2.228510084e-03	1.186095395e-17
2.300973735e-03	1.077698195e-17
2.375793661e-03	9.792175953e-18
2.453046478e-03	8.897460607e-18
2.532811298e-03	8.084591224e-18
2.615169801e-03	7.346077726e-18
2.700206325e-03	6.675115579e-18
2.788007951e-03	6.065523047e-18
2.878664591e-03	5.511684181e-18
2.972269080e-03	5.008497038e-18
3.068917271e-03	4.551326626e-18
3.168708137e-03	4.135962173e-18
3.271743866e-03	3.758578289e-18
3.378129971e-03	3.415699700e-18
3.487975393e-03	3.104169193e-18
3.601392619e-03	2.821118512e-18
3.718497792e-03	2.563941906e-18
3.839410831e-03	2.330272101e-18
3.964255556e-03	2.117958476e-18
4.093159810e-03	1.925047231e-18
4.226255598e-03	1.749763370e-18
4.363679213e-03	1.590494340e-18
4.505571381e-03	1.445775161e-18
4.652077406e-03	1.314274917e-18
4.803347314e-03	1.194784489e-18
4.959536010e-03	1.086205405e-18
5.120803437e-03	9.875397124e-19
5.287314738e-03	8.978807817e-19
5.459240427e-03	8.164049438e-19
5.636756560e-03	7.423638995e-19
5.820044922e-03	6.750778207e-19
6.009293204e-03	6.139290839e-19
6.204695203e-03	5.583565770e-19
6.406451019e-03	5.078505274e-19
6.614767254e-03	4.619478032e-19
6.829857233e-03	4.202276449e-19
7.051941215e-03	3.823077873e-19
7.281246620e-03	3.478409368e-19
7.518008266e-03	3.165115708e-19
7.762468604e-03	2.880330303e-19
8.014877970e-03	2.621448781e-19
8.275494840e-03	2.386104997e-19
8.544586093e-03	2.172149230e-19
8.822427289e-03	1.977628377e-19
9.109302945e-03	1.800767963e-19
9.405506833e-03	1.639955797e-19
9.711342275e-03	1.493727116e-19
1.002712246e-02	1.360751103e-19
1.035317075e-02	1.239818625e-19
1.068982103e-02	1.129831105e-19
1.103741805e-02	1.029790402e-19
1.139631776e-02	9.387896227e-20
1.176688767e-02	8.560047773e-20
1.214950728e-02	7.806871914e-20
1.254456838e-02	7.121566179e-20
1.295247554e-02	6.497949773e-20
